file,line,category,severity,match,context
.obsidian-qidocs/plugins/obsidian-mind-map/manifest.json,2,markdown_vault,current_marker,\bObsidian\b,"""id"": ""obsidian-mind-map"","
.obsidian-qidocs/plugins/obsidian-pandoc/manifest.json,2,markdown_vault,current_marker,\bObsidian\b,"""id"": ""obsidian-pandoc"","
.obsidian-qidocs/plugins/obsidian-pandoc/manifest.json,6,markdown_vault,current_marker,\bObsidian\b,"""description"": ""This is a Pandoc export plugin for Obsidian. It provides commands to export to formats like DOCX, ePub and PDF."","
.obsidian-qidocs/plugins/obsidian-pandoc/manifest.json,8,markdown_vault,current_marker,\bObsidian\b,"""authorUrl"": ""https://github.com/OliverBalfour/obsidian-pandoc"","
.obsidian-qidocs/plugins/obsidian-style-settings/manifest.json,2,markdown_vault,current_marker,\bObsidian\b,"""id"": ""obsidian-style-settings"","
.obsidian-qidocs/plugins/obsidian-style-settings/manifest.json,8,markdown_vault,current_marker,\bObsidian\b,"""authorUrl"": ""https://github.com/mgmeyers/obsidian-style-settings"","
.obsidian-qidocs/plugins/obsidian-tasks-plugin/manifest.json,2,markdown_vault,current_marker,\bObsidian\b,"""id"": ""obsidian-tasks-plugin"","
.obsidian-qidocs/plugins/obsidian-tasks-plugin/manifest.json,7,markdown_vault,current_marker,\bObsidian\b,"""helpUrl"": ""https://publish.obsidian.md/tasks/"","
.obsidian-qidocs/plugins/obsidian-tasks-plugin/manifest.json,9,markdown_vault,current_marker,\bObsidian\b,"""authorUrl"": ""https://github.com/obsidian-tasks-group"","
.obsidian-qidocs/plugins/omnisearch/manifest.json,8,markdown_vault,current_marker,\bObsidian\b,"""authorUrl"": ""https://github.com/scambier/obsidian-omnisearch"","
.obsidian-qidocs/plugins/table-editor-obsidian/manifest.json,2,markdown_vault,current_marker,\bObsidian\b,"""id"": ""table-editor-obsidian"","
.obsidian-qidocs/plugins/templater-obsidian/manifest.json,2,markdown_vault,current_marker,\bObsidian\b,"""id"": ""templater-obsidian"","
.obsidian-qidocs/plugins/webpage-html-export/data.json,174,markdown_vault,current_marker,\bObsidian\b,"""featureId"": ""obsidian-document"","
.obsidian-qidocs/plugins/webpage-html-export/manifest.json,8,markdown_vault,current_marker,\bObsidian\b,"""authorUrl"": ""https://github.com/KosmosisDire/obsidian-webpage-export"","
.smart-env/smart_env.json,23,current_services,current_marker,\bOllama\b,"""adapter"": ""ollama"","
.smart-env/smart_env.json,24,current_services,current_marker,\bOllama\b,"""ollama"": {}"
10_blueprint/10_governance/01_principles.md,27,client_portal_language,legacy_review,\btenant\b,"7. **Legacy is preserved by quarantine, not by co-owning doctrine.** Older platform and tenant models may be referenced, but they do not define the active runtime unless promoted again on purpose."
10_blueprint/10_governance/01_principles.md,3,qiaccess_start,current_marker,\bQiAccess Start\b,QiAccess Start inherits the strongest parts of the QiOS constitutional model while locking the active portal doctrine to real daily use.
10_blueprint/10_governance/01_principles.md,17,qiaccess_start,current_marker,\bQiAccess Start\b,## QiAccess Start Operating Principles
10_blueprint/10_governance/01_principles.md,21,qiaccess_start,current_marker,\bfront door\b,"1. **QiAccess is the portal.** The app is the front door, not an abstract platform diagram."
10_blueprint/10_governance/01_principles.md,0,missing_current_fact::repos_stacks_data_split,review,/srv/qios/repos|/srv/qios/stacks|/srv/qios/data,Important current doctrine/fact not found in this active target file.
10_blueprint/10_governance/01_principles.md,0,missing_current_fact::ollama_localhost,review,127\.0\.0\.1:11434,Important current doctrine/fact not found in this active target file.
10_blueprint/10_governance/01_principles.md,0,missing_current_fact::paperless_localhost,review,127\.0\.0\.1:8010,Important current doctrine/fact not found in this active target file.
10_blueprint/10_governance/01_principles.md,0,missing_current_fact::qidocs_wikijs_boundary,review,Wiki\.js|Markdown doctrine vault|Obsidian,Important current doctrine/fact not found in this active target file.
10_blueprint/10_governance/01_principles.md,0,missing_current_fact::aider_repo_rule,review,Aider|nested Git|nested git|/srv/qios/repos,Important current doctrine/fact not found in this active target file.
10_blueprint/10_governance/01_principles.md,0,missing_current_fact::paperless_10_doc_test,review,10 documents|max 10|ten documents,Important current doctrine/fact not found in this active target file.
10_blueprint/10_governance/01_principles.md,0,missing_current_fact::private_admin_services,review,private/protected|Private Only|admin/control services|admin services,Important current doctrine/fact not found in this active target file.
10_blueprint/10_governance/02_agent_rules.md,70,client_portal_language,legacy_review,\btenant\b,Enforce the current runtime model that actually exists. Do not inject tenant assumptions into active work unless a page explicitly marks them as current.
10_blueprint/10_governance/02_agent_rules.md,8,qiaccess_start,current_marker,\bQiAccess Start\b,This document defines the mandatory behavior constraints for agents operating inside the QiAccess Start blueprint.
10_blueprint/10_governance/03_standards.md,71,old_stack_assumptions,legacy_review,\bSupabase\b,"> ⚠️ **Note on v0.4**: The blueprint originally referenced ""SQL / Prisma"" as the canonical schema authority. In the actual QiOS implementation, **Supabase native migrations** are the canonical schema authority — not Prisma. Prisma may be used as a query layer but does not define the source of truth."
10_blueprint/10_governance/03_standards.md,75,old_stack_assumptions,legacy_review,\bSupabase\b,* All schema changes require a migration and must be applied via Supabase migration tooling
10_blueprint/10_governance/03_standards.md,95,current_services,current_marker,\bPortainer\b,"* **Exposure Boundary**: Admin surfaces (SSH, Portainer, DB Admin) and internal data services (Postgres, Vector DB) must never be exposed via public port forwarding or public tunnels."
10_blueprint/10_governance/03_standards.md,97,current_services,current_marker,\bOllama\b,"* **AI Runtime Privacy**: Local model runtimes (e.g., Ollama) must be internal-only or protected by an application layer with strong auth."
10_blueprint/10_governance/03_standards.md,106,access_boundary,current_marker,\bPrivate Only\b,| Admin | `admin.<domain>` | Private only |
10_blueprint/10_governance/04_registry.md,18,old_stack_assumptions,legacy_review,\bSupabase\b,| Schema | SQL / Supabase migrations | Structural truth |
10_blueprint/10_governance/04_registry.md,37,old_stack_assumptions,legacy_review,\bSupabase\b,See `registry/domain_registry.yaml` for the machine-readable canonical map of all live Supabase schemas.
10_blueprint/10_governance/04_registry.md,41,old_qially_suite_language,legacy_review,\bQiOne\b,| `qione` | QiOne Platform | Platform |
10_blueprint/10_governance/05_policies.md,64,client_portal_language,legacy_review,\btenant\b,"- Current access control should default to owner-scoped or protected system-scoped behavior, not assumed tenant scaffolding."
10_blueprint/10_governance/05_policies.md,65,client_portal_language,legacy_review,\btenant\b,"- Older multi-tenant language may be retained for history, but it must be labeled as future-state or quarantined."
10_blueprint/10_governance/05_policies.md,65,client_portal_language,legacy_review,\bmulti-tenant\b,"- Older multi-tenant language may be retained for history, but it must be labeled as future-state or quarantined."
10_blueprint/10_governance/05_policies.md,76,client_portal_language,legacy_review,\btenant\b,"- Legacy QiOS, QiOne, tenant, client, and business-delivery doctrine may be preserved for salvage."
10_blueprint/10_governance/05_policies.md,76,old_qially_suite_language,legacy_review,\bQiOne\b,"- Legacy QiOS, QiOne, tenant, client, and business-delivery doctrine may be preserved for salvage."
10_blueprint/10_governance/05_policies.md,3,qiaccess_start,current_marker,\bQiAccess Start\b,Policies define how the QiAccess Start master blueprint is operated and changed.
10_blueprint/10_governance/05_policies.md,63,qiaccess_start,current_marker,\bQiAccess Start\b,- The current QiAccess Start runtime is single-user and operator-centered unless a page explicitly marks another model as future-state.
10_blueprint/10_governance/05_policies.md,82,qiaccess_start,current_marker,\bQiAccess Start\b,QiAccess Start still enforces an Agent Governance Layer.
10_blueprint/10_governance/05_policies.md,0,missing_current_fact::repos_stacks_data_split,review,/srv/qios/repos|/srv/qios/stacks|/srv/qios/data,Important current doctrine/fact not found in this active target file.
10_blueprint/10_governance/05_policies.md,0,missing_current_fact::ollama_localhost,review,127\.0\.0\.1:11434,Important current doctrine/fact not found in this active target file.
10_blueprint/10_governance/05_policies.md,0,missing_current_fact::paperless_localhost,review,127\.0\.0\.1:8010,Important current doctrine/fact not found in this active target file.
10_blueprint/10_governance/05_policies.md,0,missing_current_fact::qidocs_wikijs_boundary,review,Wiki\.js|Markdown doctrine vault|Obsidian,Important current doctrine/fact not found in this active target file.
10_blueprint/10_governance/05_policies.md,0,missing_current_fact::aider_repo_rule,review,Aider|nested Git|nested git|/srv/qios/repos,Important current doctrine/fact not found in this active target file.
10_blueprint/10_governance/05_policies.md,0,missing_current_fact::paperless_10_doc_test,review,10 documents|max 10|ten documents,Important current doctrine/fact not found in this active target file.
10_blueprint/10_governance/05_policies.md,0,missing_current_fact::private_admin_services,review,private/protected|Private Only|admin/control services|admin services,Important current doctrine/fact not found in this active target file.
10_blueprint/10_governance/_index.md,3,qiaccess_start,current_marker,\bQiAccess Start\b,Governance is the constitutional layer for QiAccess Start.
10_blueprint/10_governance/_index.md,15,qiaccess_start,current_marker,\bQiAccess Start\b,Governance must support the active seven-root QiAccess Start model.
10_blueprint/20_architecture/01_identity.md,3,client_portal_language,legacy_review,\btenant\b,> Quarantine notice: this page preserves older platform and tenant-model doctrine. Treat it as reference-only until it is rewritten to match the active QiAccess Start runtime. See `08_appendices/20_legacy/qiaccess_start_legacy_quarantine.md`.
10_blueprint/20_architecture/01_identity.md,6,old_stack_assumptions,legacy_review,\bSupabase\b,Auth and Identity are completely delegated to **Supabase Auth**.
10_blueprint/20_architecture/01_identity.md,9,client_portal_language,legacy_review,\btenant\b,Do **not** store tenant isolation logic or multi-tenant domain data in the `public` schema.
10_blueprint/20_architecture/01_identity.md,9,client_portal_language,legacy_review,\bmulti-tenant\b,Do **not** store tenant isolation logic or multi-tenant domain data in the `public` schema.
10_blueprint/20_architecture/01_identity.md,11,client_portal_language,legacy_review,\btenant\b,"* **`qione` (or `tenant_data`)**: A separate schema for all multi-tenant customer data, keeping domains strictly isolated."
10_blueprint/20_architecture/01_identity.md,11,client_portal_language,legacy_review,\bmulti-tenant\b,"* **`qione` (or `tenant_data`)**: A separate schema for all multi-tenant customer data, keeping domains strictly isolated."
10_blueprint/20_architecture/01_identity.md,11,old_qially_suite_language,legacy_review,\bQiOne\b,"* **`qione` (or `tenant_data`)**: A separate schema for all multi-tenant customer data, keeping domains strictly isolated."
10_blueprint/20_architecture/01_identity.md,13,client_portal_language,legacy_review,\btenant\b,## The RBAC & Tenant Structure
10_blueprint/20_architecture/01_identity.md,16,old_stack_assumptions,legacy_review,\bSupabase\b,1. **`auth.users`**: Managed natively by Supabase.
10_blueprint/20_architecture/01_identity.md,17,client_portal_language,legacy_review,\btenant\b,2. **`public.organizations` (or `tenants`)**: The canonical parent for a given tenant instance.
10_blueprint/20_architecture/01_identity.md,17,client_portal_language,legacy_review,\btenants\b,2. **`public.organizations` (or `tenants`)**: The canonical parent for a given tenant instance.
10_blueprint/20_architecture/01_identity.md,18,client_portal_language,legacy_review,\btenants\b,"3. **`public.tenant_members`**: The mapping layer that ties `auth.users.id` to `tenants.id` with a specific `role` (e.g., Owner, Admin, Member)."
10_blueprint/20_architecture/01_identity.md,21,client_portal_language,legacy_review,\btenant\b,Every mapped table in the tenant domain must contain a `tenant_id`.
10_blueprint/20_architecture/01_identity.md,22,old_stack_assumptions,legacy_review,\bSupabase\b,RLS must be universally enforced utilizing a Supabase Postgres function that pulls the resolved `tenant_id` out of the user's secure bounded context (either via a JWT claim `app_metadata` or a secure database hook `auth.uid() -> tenant_members`).
10_blueprint/20_architecture/01_identity.md,3,qiaccess_start,current_marker,\bQiAccess Start\b,> Quarantine notice: this page preserves older platform and tenant-model doctrine. Treat it as reference-only until it is rewritten to match the active QiAccess Start runtime. See `08_appendices/20_legacy/qiaccess_start_legacy_quarantine.md`.
10_blueprint/20_architecture/02_component_map.md,3,old_qially_suite_language,legacy_review,\bQiOne\b,"> Quarantine notice: this diagram reflects the older QiOS and QiOne layer model. It is retained for salvage, not as the active QiAccess Start component map. See `08_appendices/20_legacy/qiaccess_start_legacy_quarantine.md`."
10_blueprint/20_architecture/02_component_map.md,10,old_qially_suite_language,legacy_review,\bQiPortals\b,│  QiPortals · Web · Admin · Search · Setup    │
10_blueprint/20_architecture/02_component_map.md,15,old_qially_suite_language,legacy_review,\bQiOne\b,│     QiOne Portal · Tools · Interfaces        │
10_blueprint/20_architecture/02_component_map.md,20,client_portal_language,legacy_review,\btenants\b,│       qione: tenants · members · RBAC        │
10_blueprint/20_architecture/02_component_map.md,20,old_qially_suite_language,legacy_review,\bQiOne\b,│       qione: tenants · members · RBAC        │
10_blueprint/20_architecture/02_component_map.md,21,old_stack_assumptions,legacy_review,\bSupabase\b,│         Supabase Auth: identity              │
10_blueprint/20_architecture/02_component_map.md,42,old_stack_assumptions,legacy_review,\bSupabase\b,LOCAL MACHINE                    CLOUD (Supabase)
10_blueprint/20_architecture/02_component_map.md,47,old_stack_assumptions,legacy_review,\bpgvector\b,Embedding engine      →          pgvector (archive_chunks.embedding)
10_blueprint/20_architecture/02_component_map.md,56,client_portal_language,legacy_review,\btenants\b,| `qione.tenants` | All domain schemas | Provides `tenant_id` FK for RLS |
10_blueprint/20_architecture/02_component_map.md,56,old_qially_suite_language,legacy_review,\bQiOne\b,| `qione.tenants` | All domain schemas | Provides `tenant_id` FK for RLS |
10_blueprint/20_architecture/02_component_map.md,57,old_qially_suite_language,legacy_review,\bQiOne\b,| `auth.users` | `qione.tenant_members` | Identity mapping |
10_blueprint/20_architecture/02_component_map.md,3,qiaccess_start,current_marker,\bQiAccess Start\b,"> Quarantine notice: this diagram reflects the older QiOS and QiOne layer model. It is retained for salvage, not as the active QiAccess Start component map. See `08_appendices/20_legacy/qiaccess_start_legacy_quarantine.md`."
10_blueprint/20_architecture/02_component_map.md,33,current_services,current_marker,\bNeo4j\b,│  qigraph: derived graph (Neo4j projection)   │
10_blueprint/20_architecture/03_system_model.md,83,client_portal_language,legacy_review,\btenant\b,"Older QiOS, QiOne, tenant, client, and multi-product doctrine remains useful only where it still supports:"
10_blueprint/20_architecture/03_system_model.md,83,old_qially_suite_language,legacy_review,\bQiOne\b,"Older QiOS, QiOne, tenant, client, and multi-product doctrine remains useful only where it still supports:"
10_blueprint/20_architecture/03_system_model.md,3,qiaccess_start,current_marker,\bQiAccess Start\b,QiAccess Start is the active system model.
10_blueprint/20_architecture/03_system_model.md,11,qiaccess_start,current_marker,\bQiAccess Start\b,| **QiAccess Start** | Daily-use portal and navigation shell |
10_blueprint/20_architecture/03_system_model.md,12,qiserver_runtime,current_marker,\bqiserver\b,| **qiserver** | Protected runtime host for internal services |
10_blueprint/20_architecture/03_system_model.md,14,current_services,current_marker,\bWiki\.js\b,| **Wiki.js** | Readable knowledge base |
10_blueprint/20_architecture/03_system_model.md,94,qiaccess_start,current_marker,\bQiAccess Start\b,QiAccess Start is Cody's cognitive front door.
10_blueprint/20_architecture/03_system_model.md,94,qiaccess_start,current_marker,\bcognitive front door\b,QiAccess Start is Cody's cognitive front door.
10_blueprint/20_architecture/03_system_model.md,94,qiaccess_start,current_marker,\bfront door\b,QiAccess Start is Cody's cognitive front door.
10_blueprint/20_architecture/03_system_model.md,108,qiaccess_start,current_marker,\bQiAccess Start\b,QiAccess Start has seven top-level roots only:
10_blueprint/20_architecture/03_system_model.md,0,missing_current_fact::repos_stacks_data_split,review,/srv/qios/repos|/srv/qios/stacks|/srv/qios/data,Important current doctrine/fact not found in this active target file.
10_blueprint/20_architecture/03_system_model.md,0,missing_current_fact::ollama_localhost,review,127\.0\.0\.1:11434,Important current doctrine/fact not found in this active target file.
10_blueprint/20_architecture/03_system_model.md,0,missing_current_fact::paperless_localhost,review,127\.0\.0\.1:8010,Important current doctrine/fact not found in this active target file.
10_blueprint/20_architecture/03_system_model.md,0,missing_current_fact::aider_repo_rule,review,Aider|nested Git|nested git|/srv/qios/repos,Important current doctrine/fact not found in this active target file.
10_blueprint/20_architecture/03_system_model.md,0,missing_current_fact::paperless_10_doc_test,review,10 documents|max 10|ten documents,Important current doctrine/fact not found in this active target file.
10_blueprint/20_architecture/03_system_model.md,0,missing_current_fact::private_admin_services,review,private/protected|Private Only|admin/control services|admin services,Important current doctrine/fact not found in this active target file.
10_blueprint/20_architecture/04_device_model.md,17,client_portal_language,legacy_review,\btenant\b,* **Trust/Auth Boundary**: Access control and credentials managed securely separating local worker execution from cross-tenant operations.
10_blueprint/20_architecture/05_runtime_zones.md,5,old_stack_assumptions,legacy_review,\bpgvector\b,"> ⚠️ **Discrepancy Note (v0.4)**: An earlier version of the master README described the cloud runtime as ""Railway Postgres / Railway Redis / Railway Neo4j / NocoDB on Railway."" The v0.4 blueprint removes Railway branding. The **actual canonical cloud backend is Supabase Postgres** with pgvector, managed via Supabase migrations. Redis and Neo4j rema"
10_blueprint/20_architecture/05_runtime_zones.md,5,old_stack_assumptions,legacy_review,\bSupabase\b,"> ⚠️ **Discrepancy Note (v0.4)**: An earlier version of the master README described the cloud runtime as ""Railway Postgres / Railway Redis / Railway Neo4j / NocoDB on Railway."" The v0.4 blueprint removes Railway branding. The **actual canonical cloud backend is Supabase Postgres** with pgvector, managed via Supabase migrations. Redis and Neo4j rema"
10_blueprint/20_architecture/05_runtime_zones.md,50,old_stack_assumptions,legacy_review,\bSupabase\b,| Canonical metadata | **Supabase Postgres** | System of record |
10_blueprint/20_architecture/05_runtime_zones.md,51,old_stack_assumptions,legacy_review,\bpgvector\b,| Vector retrieval | **pgvector** (in Supabase) | Embedding index |
10_blueprint/20_architecture/05_runtime_zones.md,51,old_stack_assumptions,legacy_review,\bSupabase\b,| Vector retrieval | **pgvector** (in Supabase) | Embedding index |
10_blueprint/20_architecture/05_runtime_zones.md,56,old_stack_assumptions,legacy_review,\bpgvector\b,| Retrieval orchestration | Cloud-hosted | pgvector + Neo4j coordination |
10_blueprint/20_architecture/05_runtime_zones.md,69,client_portal_language,legacy_review,\bclient portals?\b,"* **Services**: Client portals, public webhooks, exposed app frontends, form endpoints."
10_blueprint/20_architecture/05_runtime_zones.md,5,current_services,current_marker,\bNocoDB\b,"> ⚠️ **Discrepancy Note (v0.4)**: An earlier version of the master README described the cloud runtime as ""Railway Postgres / Railway Redis / Railway Neo4j / NocoDB on Railway."" The v0.4 blueprint removes Railway branding. The **actual canonical cloud backend is Supabase Postgres** with pgvector, managed via Supabase migrations. Redis and Neo4j rema"
10_blueprint/20_architecture/05_runtime_zones.md,5,current_services,current_marker,\bNeo4j\b,"> ⚠️ **Discrepancy Note (v0.4)**: An earlier version of the master README described the cloud runtime as ""Railway Postgres / Railway Redis / Railway Neo4j / NocoDB on Railway."" The v0.4 blueprint removes Railway branding. The **actual canonical cloud backend is Supabase Postgres** with pgvector, managed via Supabase migrations. Redis and Neo4j rema"
10_blueprint/20_architecture/05_runtime_zones.md,53,current_services,current_marker,\bNeo4j\b,| Knowledge graph | **Neo4j** | Derived graph (not canonical) |
10_blueprint/20_architecture/05_runtime_zones.md,54,current_services,current_marker,\bNocoDB\b,| Admin surface | **NocoDB** | Human-friendly ops over Postgres |
10_blueprint/20_architecture/05_runtime_zones.md,56,current_services,current_marker,\bNeo4j\b,| Retrieval orchestration | Cloud-hosted | pgvector + Neo4j coordination |
10_blueprint/20_architecture/05_runtime_zones.md,64,current_services,current_marker,\bPortainer\b,"* **Services**: SSH, container management (Portainer), DB admin tools, system dashboards, backup management."
10_blueprint/20_architecture/05_runtime_zones.md,79,current_services,current_marker,\bOllama\b,"* **Services**: Local model runtime (Ollama/LM Studio), Embeddings pipeline, AI Chat UI."
10_blueprint/20_architecture/06_service_boundaries.md,29,client_portal_language,legacy_review,\btenant\b,"*Note: Old tenant, RLS, and Supabase boundary doctrine is considered future/conditional or reference-only.*"
10_blueprint/20_architecture/06_service_boundaries.md,29,old_stack_assumptions,legacy_review,\bSupabase\b,"*Note: Old tenant, RLS, and Supabase boundary doctrine is considered future/conditional or reference-only.*"
10_blueprint/20_architecture/06_service_boundaries.md,11,current_services,current_marker,\bOllama\b,"- Admin/control services (e.g. Portainer, NocoDB, Ollama) must stay private/protected."
10_blueprint/20_architecture/06_service_boundaries.md,11,current_services,current_marker,\bNocoDB\b,"- Admin/control services (e.g. Portainer, NocoDB, Ollama) must stay private/protected."
10_blueprint/20_architecture/06_service_boundaries.md,11,current_services,current_marker,\bPortainer\b,"- Admin/control services (e.g. Portainer, NocoDB, Ollama) must stay private/protected."
10_blueprint/20_architecture/06_service_boundaries.md,11,access_boundary,current_marker,\bprivate/protected\b,"- Admin/control services (e.g. Portainer, NocoDB, Ollama) must stay private/protected."
10_blueprint/20_architecture/06_service_boundaries.md,11,access_boundary,current_marker,\badmin/control services\b,"- Admin/control services (e.g. Portainer, NocoDB, Ollama) must stay private/protected."
10_blueprint/20_architecture/06_service_boundaries.md,29,no_supabase_yet,current_marker,\bfuture/conditional\b,"*Note: Old tenant, RLS, and Supabase boundary doctrine is considered future/conditional or reference-only.*"
10_blueprint/20_architecture/06_service_boundaries.md,0,missing_current_fact::repos_stacks_data_split,review,/srv/qios/repos|/srv/qios/stacks|/srv/qios/data,Important current doctrine/fact not found in this active target file.
10_blueprint/20_architecture/06_service_boundaries.md,0,missing_current_fact::ollama_localhost,review,127\.0\.0\.1:11434,Important current doctrine/fact not found in this active target file.
10_blueprint/20_architecture/06_service_boundaries.md,0,missing_current_fact::paperless_localhost,review,127\.0\.0\.1:8010,Important current doctrine/fact not found in this active target file.
10_blueprint/20_architecture/06_service_boundaries.md,0,missing_current_fact::qidocs_wikijs_boundary,review,Wiki\.js|Markdown doctrine vault|Obsidian,Important current doctrine/fact not found in this active target file.
10_blueprint/20_architecture/06_service_boundaries.md,0,missing_current_fact::aider_repo_rule,review,Aider|nested Git|nested git|/srv/qios/repos,Important current doctrine/fact not found in this active target file.
10_blueprint/20_architecture/06_service_boundaries.md,0,missing_current_fact::paperless_10_doc_test,review,10 documents|max 10|ten documents,Important current doctrine/fact not found in this active target file.
10_blueprint/20_architecture/07_data_flow.md,48,old_stack_assumptions,legacy_review,\bpgvector\b,- push to pgvector (qiarchive.archive_chunks)
10_blueprint/20_architecture/07_data_flow.md,69,old_stack_assumptions,legacy_review,\bSupabase\b,Metadata filter in Postgres (Supabase)
10_blueprint/20_architecture/07_data_flow.md,72,old_stack_assumptions,legacy_review,\bpgvector\b,Semantic retrieval in pgvector
10_blueprint/20_architecture/07_data_flow.md,75,current_services,current_marker,\bNeo4j\b,Graph expansion in Neo4j / qigraph
10_blueprint/20_architecture/_index.md,3,qiaccess_start,current_marker,\bQiAccess Start\b,This section defines how QiAccess Start is structured as a working system rather than as an abstract platform stack.
10_blueprint/20_architecture/_index.md,9,qiaccess_start,current_marker,\bQiAccess Start\b,| **QiAccess Start** | The portal and cognitive front door |
10_blueprint/20_architecture/_index.md,9,qiaccess_start,current_marker,\bcognitive front door\b,| **QiAccess Start** | The portal and cognitive front door |
10_blueprint/20_architecture/_index.md,9,qiaccess_start,current_marker,\bfront door\b,| **QiAccess Start** | The portal and cognitive front door |
10_blueprint/20_architecture/_index.md,10,qiserver_runtime,current_marker,\bqiserver\b,| **qiserver** | Primary self-hosted runtime and service host |
10_blueprint/20_architecture/_index.md,10,qiserver_runtime,current_marker,\bself-hosted runtime\b,| **qiserver** | Primary self-hosted runtime and service host |
10_blueprint/20_architecture/_index.md,12,current_services,current_marker,\bWiki\.js\b,| **Wiki.js and repo docs** | Knowledge surfaces and readable source material |
10_blueprint/20_architecture/_index.md,21,qiserver_runtime,current_marker,\bqiserver\b,| Runtime host | qiserver and protected internal services |
10_blueprint/20_architecture/_index.md,23,current_services,current_marker,\bWiki\.js\b,| Knowledge base | Wiki.js plus repo documentation |
10_blueprint/20_architecture/_index.md,29,qiaccess_start,current_marker,\bQiAccess Start\b,QiAccess Start separates:
10_blueprint/30_data/01_infrastructure_layout.md,24,current_services,current_marker,\bn8n\b,"automation/    # Flow data and configs (e.g., n8n, Prefect)"
10_blueprint/30_data/02_bands.md,10,old_qially_suite_language,legacy_review,\bQiOne\b,"| **Platform** | `b_platform` | `qione`, `public` |"
10_blueprint/30_data/02_bands.md,23,client_portal_language,legacy_review,\btenant\b,"Operational services and deferred container model. Multi-tenant features (tenancy, member roles) are defined here but marked as **future-state** for the current runtime."
10_blueprint/30_data/02_bands.md,23,client_portal_language,legacy_review,\bmulti-tenant\b,"Operational services and deferred container model. Multi-tenant features (tenancy, member roles) are defined here but marked as **future-state** for the current runtime."
