scan_id,rel_path,abs_path,name,ext,size,mtime_ns,ctime_ns,inode,content_hash,hash_algo,scanned_at
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/10 Or More Years.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\10 Or More Years.md,10 Or More Years.md,.md,360,1764319890000000000,1773906670901000000,76933,31f709d70847309aaf4bccb91effb2f62db412bd1dc0b332dff022e5ff4e5a96,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/2 1 12 Projects (1).md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\2 1 12 Projects (1).md,2 1 12 Projects (1).md,.md,289,1764319890000000000,1773906670977000000,76934,5144a125948db8b4e201676486779eecf532bebe64051d72a1bb36572a5e75d0,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/2 Tax Services and Accounting.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\2 Tax Services and Accounting.md,2 Tax Services and Accounting.md,.md,4163,1764319922000000000,1773906671068000000,76935,8ed1ea3dff2f92fd6db6bf9717d35bbb560178c5bab36d4b123e60e78a6ee0d6,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/2021-08-zaitullah-arrives.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\2021-08-zaitullah-arrives.md,2021-08-zaitullah-arrives.md,.md,6820,1764574244000000000,1773906671158000000,76936,af304d679cc738b06005f521466d4562832d4a761a00ad2123d4e3e4791826ff,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/2025-11-20_qiclientos_notebooklm_guide.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\2025-11-20_qiclientos_notebooklm_guide.md,2025-11-20_qiclientos_notebooklm_guide.md,.md,3432,1764319922000000000,1773906671298000000,76937,579caca121803f1881ef0539fa0a51ba1d5f146f130fb6ee51c9332a894d45d1,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/2025-11-20_qiclientos_sora_prompt.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\2025-11-20_qiclientos_sora_prompt.md,2025-11-20_qiclientos_sora_prompt.md,.md,2336,1764319922000000000,1773906671407000000,76938,23db955cc6ce3f012b2190dcc87b83d3923429d14d5f343948ec1416f5b17ccc,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/2025-11-20_qiclientos_summary.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\2025-11-20_qiclientos_summary.md,2025-11-20_qiclientos_summary.md,.md,1230,1764319922000000000,1773906671482000000,76939,1e689362a306c7aef03db1377088d1bb62596731b7d9e60498a980de19d8872d,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/20251116_app_code_documentation_template.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\20251116_app_code_documentation_template.md,20251116_app_code_documentation_template.md,.md,1700,1764319922000000000,1773906671534000000,76940,3c10b768e47d1908a8ef52418e57864ea3eba17227145d7a16a21b1bdc339e65,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/20251116_app_code_documentation_template_enhanced.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\20251116_app_code_documentation_template_enhanced.md,20251116_app_code_documentation_template_enhanced.md,.md,2497,1764319922000000000,1773906671587000000,76941,a52860c0949e716b353b8121434dde5c1b97d9d76a90f815dcaff95e0aa7ae13,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/2_Ideas.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\2_Ideas.md,2_Ideas.md,.md,46,1764628278000000000,1773906671640000000,76942,9950982b87575e355d993fe01f6a41c8b999b021cb5e315e7b5de7d5a9b18e01,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/3 Client Information Requirements.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\3 Client Information Requirements.md,3 Client Information Requirements.md,.md,2275,1764319920000000000,1773906671686000000,76943,be11d069397544df754318a67ea330fe7c53177382905bd4f11860cbc2e39fbc,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/3 HR & Administrative Services.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\3 HR & Administrative Services.md,3 HR & Administrative Services.md,.md,3082,1764319920000000000,1773906671745000000,76944,923ce9b322b78f84c1f6735324a6ebfb1b3e7a0417075d7f875f00acf16c6dff,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/3-5 Years.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\3-5 Years.md,3-5 Years.md,.md,341,1764319890000000000,1773906671824000000,76945,c1ad9dabaea0cfb5cf57cacb3bf096bcf5f29b879017ada21a7946cce3df3a65,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/40% Create A Project.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\40% Create A Project.md,40% Create A Project.md,.md,456,1764319890000000000,1773906671862000000,76946,03bd1a730a2119270caf3b85dc13a0b42677530d5d5c6a5db7c9b8943164d3a4,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/5-10 Years.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\5-10 Years.md,5-10 Years.md,.md,342,1764319890000000000,1773906671894000000,76947,ba4a4904c464c8e4c8b085a74f3c9a406af66ffb26722a4effa6fefd4fee9eb2,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/5.09_Client_OS.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\5.09_Client_OS.md,5.09_Client_OS.md,.md,2810,1763680162000000000,1773906671929000000,76948,44a37b1db1ccc2aafd1a07a7f4ac913a75114dddd40ea853eae26b7179698bc1,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/6 0 Projects & Ideas.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\6 0 Projects & Ideas.md,6 0 Projects & Ideas.md,.md,466,1764319888000000000,1773906671960000000,76949,75016855f0752720804a8e49861561b4c7989d68a9f0083cc7ceea6d83b3e62e,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/6 1 Business Projects.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\6 1 Business Projects.md,6 1 Business Projects.md,.md,452,1764319888000000000,1773906671987000000,76950,55f0879ad77a9b7b32228f8c5b1dd8be76389aabf5288e45cc105a58b385268a,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/6 2 Personal Projects.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\6 2 Personal Projects.md,6 2 Personal Projects.md,.md,503,1764319890000000000,1773906672014000000,76951,64abe2e268af817c521ff844998c7b440de55c37160fe314cb5aefc2050bf77b,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/6 Document Services.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\6 Document Services.md,6 Document Services.md,.md,3340,1764319920000000000,1773906672040000000,76952,e3ff13d84a9ad0539bd0256094bcb90bcb8a7b341ec73ab58941f1f928649737,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/6 Order to Placement Process.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\6 Order to Placement Process.md,6 Order to Placement Process.md,.md,1120,1762699558000000000,1773906672070000000,76953,3d083e2140047a9603aad931c0c9684a2f2c6351dc225a37a3e43472badf2f7f,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/7 4 4 IRS Forum Online Seminars.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\7 4 4 IRS Forum Online Seminars.md,7 4 4 IRS Forum Online Seminars.md,.md,959,1764319890000000000,1773906672145000000,76954,423586eca297a9d9fa05ce700184cc1a80935af164d782ced09bb804c9b36bd1,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/7 Other Business Support.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\7 Other Business Support.md,7 Other Business Support.md,.md,1920,1764319920000000000,1773906672178000000,76955,2f0c2e6419226b9c791ad8afeadcecfd1c41314a57801399f326fc04c7bb8409,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/709-Estate&GiftTaxReturnFiling.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\709-Estate&GiftTaxReturnFiling.md,709-Estate&GiftTaxReturnFiling.md,.md,1207,1764319922000000000,1773906672218000000,76956,c94b4095f16b29aec87fdb160f5804bfcbe0ff26418040c6471f19b0e512519f,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/990-Non-ProfitTaxReturnPreparation(990).md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\990-Non-ProfitTaxReturnPreparation(990).md,990-Non-ProfitTaxReturnPreparation(990).md,.md,1209,1764319922000000000,1773906672253000000,76957,e2399a229abfa0811c1e6bff59d9500e5864c4eaf5a7aaa5cc64542964052d5c,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,"30_drafts/from_10_flow_10_workbench/ideas/@@January 8, 2025 5 25 AM (UTC) Meeting Work Summa 9.md","G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\@@January 8, 2025 5 25 AM (UTC) Meeting Work Summa 9.md","@@January 8, 2025 5 25 AM (UTC) Meeting Work Summa 9.md",.md,4070,1764319890000000000,1773906672291000000,76958,607e500443cfe161283d4b870003e8cb963c084dbd1ff4b91f98542c95628c93,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/A new invoice was created for Zaitullah Jan Khebar.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\A new invoice was created for Zaitullah Jan Khebar.md,A new invoice was created for Zaitullah Jan Khebar.md,.md,403,1764319900000000000,1773906672342000000,76959,c0c9c129fb0094d267736b3e457b6afa32c3be690ff891fb30e5bad6c097efc4,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/A6B1-Client Files.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\A6B1-Client Files.md,A6B1-Client Files.md,.md,265,1764319922000000000,1773906672414000000,76960,b8a1e166182afdd99830926daa7facbd4b259ec6ebcda0a1bd045adac59a18c0,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/AA Multiservice_1.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\AA Multiservice_1.md,AA Multiservice_1.md,.md,988,1762695746000000000,1773906672445000000,76961,4d918b62ced4c7174cd2a623fb54d8237fd3b62f56940c5ecebd0804765ab688,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Accident Tesla - Driver Zaitullah 8.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Accident Tesla - Driver Zaitullah 8.md,Accident Tesla - Driver Zaitullah 8.md,.md,472,1764319890000000000,1773906672545000000,76962,826ddd0df759763fde3c262f6396556f6b642147c114b498d62626300eb472f7,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/AdditionalForms.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\AdditionalForms.md,AdditionalForms.md,.md,847,1762695720000000000,1773906672590000000,76963,941f5da55bf0ebd62d352d87c919abc15995ff2fefe13c931baf2dd7c77c3ec1,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Admin & Occupational.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Admin & Occupational.md,Admin & Occupational.md,.md,2230,1764319890000000000,1773906672627000000,76964,9ffacf605344a6bbada373fc65b956347a67df4f50beb97a2be2a6a24744f458,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Affidavit_Roommate.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Affidavit_Roommate.md,Affidavit_Roommate.md,.md,3288,1764319904000000000,1773906672661000000,76965,1f47e66d33d8a2815df7b8a82ef40561856347fa7772d4f9400f564143bdefea,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/An invoice payment was made by Zaitullah Jan Kheba.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\An invoice payment was made by Zaitullah Jan Kheba.md,An invoice payment was made by Zaitullah Jan Kheba.md,.md,412,1764319900000000000,1773906672699000000,76966,8eb1919de7d7513dd8dd608506890c9b6d083b49a5485440e20f1563630614e4,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/An invoice was paid by Zaitullah Jan Khebarkhil! (.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\An invoice was paid by Zaitullah Jan Khebarkhil! (.md,An invoice was paid by Zaitullah Jan Khebarkhil! (.md,.md,394,1764319900000000000,1773906672733000000,76967,61f412a36ee8827969ab44b7c1e2e3100aa22012c0c8ddde31163acb2b0d6bce,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Apostille Services.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Apostille Services.md,Apostille Services.md,.md,1451,1764319920000000000,1773906672782000000,76968,5c2b9a5a25a9c5407c969b0927469f5aad10e9117d080106aeff74cf41589032,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Architect.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Architect.md,Architect.md,.md,2062,1764319890000000000,1773906672814000000,76969,967bc9e51ab90c6ee328356a5f662f43fb6defe323430ae00d03f0484a912320,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Archived Projects 2024 9.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Archived Projects 2024 9.md,Archived Projects 2024 9.md,.md,304,1764319890000000000,1773906672845000000,76970,0aa1673395f6ec273018246f7c516039f853fcfd7d2c2ab58c7d89adcb4b6afa,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Archives & Historical 17.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Archives & Historical 17.md,Archives & Historical 17.md,.md,9738,1764319890000000000,1773906672923000000,76971,ab6cb73507e0de63b0d9fc2c2a0db53317b6af263301bb4c7de79025c7f15f0a,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Archives & Historical.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Archives & Historical.md,Archives & Historical.md,.md,9671,1764319890000000000,1773906672962000000,76972,f72f6235fa6cd106818a9b7a0b437bb70f043fe0f2555540e78abede3111562e,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Art Director.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Art Director.md,Art Director.md,.md,1354,1764319888000000000,1773906672992000000,76973,ed8e8d32ce0c8da9c9bfad02cbc5ad0adda9c7b36fb2b845090da23c58fa77e0,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/assets.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\assets.md,assets.md,.md,1435,1764319890000000000,1773906673031000000,76974,64afe71f3301700f033152f3377dcccd144956f55850d88ab0d5d7d0a54a6624,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Associate.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Associate.md,Associate.md,.md,407,1764319890000000000,1773906673067000000,76975,a5fad08710b2af0f991393466a3c6b6483543a33dadd760f1d0c81a1b5d71322,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/ATTACKS FROM CLIENTS.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\ATTACKS FROM CLIENTS.md,ATTACKS FROM CLIENTS.md,.md,274,1764319922000000000,1773906673107000000,76976,9c523532c40086f1be82ab890b8cb7420e841636e683a8b1a1da6d185fa2fb6c,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/BEYRA_1.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\BEYRA_1.md,BEYRA_1.md,.md,877,1762695760000000000,1773906673147000000,76977,5eae0c12f01a335907e09827f669914d3fc3751992735176620c0ad373addeb9,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,"30_drafts/from_10_flow_10_workbench/ideas/Business Core Essentials State Registration, Merch.md","G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Business Core Essentials State Registration, Merch.md","Business Core Essentials State Registration, Merch.md",.md,2111,1764319920000000000,1773906673191000000,76978,dd4fac9744386170d94f3abdbe10b38756bbc58e0d7491aa7c7362b6cc9091a6,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Business Dissolution Services.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Business Dissolution Services.md,Business Dissolution Services.md,.md,1591,1764319920000000000,1773906673281000000,76979,fbd8f87af927a3ed4beda848fba116ac2eb0d5bc3e8c499bd5b40cc3b42727a2,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/C & S Tech LLC.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\C & S Tech LLC.md,C & S Tech LLC.md,.md,1269,1764319890000000000,1773906673337000000,76980,63897beb6d483bbdc7f527506c22e0ac349d884e6e77c5b587b3032e9a30289e,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Califas Printing LLC.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Califas Printing LLC.md,Califas Printing LLC.md,.md,1607,1764319920000000000,1773906673414000000,76981,458b5d20d4204b21cadf2ec89cc31fa8521ccbec3d7e2dfd0d2cdae5305d08cf,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Cha-ching! Zaitullah Jan Khebarkhil sent you a pay.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Cha-ching! Zaitullah Jan Khebarkhil sent you a pay.md,Cha-ching! Zaitullah Jan Khebarkhil sent you a pay.md,.md,392,1764319902000000000,1773906673455000000,76982,27e7aab03252b9a686a5b1d0b9be91bf5eeed50bf14b325af7cf904afd95a149,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/CHIMIS.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\CHIMIS.md,CHIMIS.md,.md,1378,1764319890000000000,1773906673565000000,76984,1ed304a4badc57c13ec693a7512c8af237499362f8ca44547356d8998b8ab62b,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Chiroy Enterprises HVAC LLC.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Chiroy Enterprises HVAC LLC.md,Chiroy Enterprises HVAC LLC.md,.md,1299,1764319890000000000,1773906673605000000,76985,e3eb81b65fe61cbc039001020ea1cf9cc5c3559f335efda740900b70ddf5f242,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Chubby Bunny Inc.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Chubby Bunny Inc.md,Chubby Bunny Inc.md,.md,1211,1764319890000000000,1773906673680000000,76986,a2ff5f7a5b5fc85b3dfb119c1d8ed883d2dca75d5e33342996c1569a8c8b6a83,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Chubby Bunny.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Chubby Bunny.md,Chubby Bunny.md,.md,1458,1764319890000000000,1773906673954000000,76987,17b856af82077123f331474d5a6cf59b4cb28cfdfa3778708831f74c6f1c1bf8,blake3,2026-05-18T18:20:15+00:00
SCAN-20260518-132015,30_drafts/from_10_flow_10_workbench/ideas/Cirino Zapata LLC.md,G:\My Drive\QiNexus\10_workbench\30_drafts\from_10_flow_10_workbench\ideas\Cirino Zapata LLC.md,Cirino Zapata LLC.md,.md,1338,1764319890000000000,1773906674000000000,76988,82c5483e4366cfa07c561f1f4ac366373a38b397bc3ef99bb001047c233558a1,blake3,2026-05-18T18:20:15+00:00
