Record Id,Business Owner.id,Business Owner,Business Name,Phone,Business Site,Parent Business.id,Parent Business,Website,Business Type,Industry,Employees,Annual Revenue,SIC Code,Billing Street,Billing City,Billing State,Billing Code,Billing Country,Description,Last Activity Time,Layout.id,Layout,Tag,Change Log Time,Locked,Last Enriched Time,Enrich Status,QB_Sync_Date,QB_URL,QB_Sync_Status,Connected To.module,Connected To.id,Est. Annual Revenue,X,Type,Secondary Contact Number,Skype,Industries,Other Website,Facebook,Employee count,Other social media link,Business Locations,CEO,Business Model,Business Size,Headquarters,Years In Business
zcrm_6789162000003414130,zcrm_6789162000000560001,Cody Rice-Velasquez,AMR Real Estate LLC,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:55,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,31,,
zcrm_6789162000003414131,zcrm_6789162000000560001,Cody Rice-Velasquez,"APJ International, LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:39,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414132,zcrm_6789162000000560001,Cody Rice-Velasquez,"ASA Realtors, LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:26,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414133,zcrm_6789162000000560001,Cody Rice-Velasquez,"AVEX Realty, LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:35,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414134,zcrm_6789162000000560001,Cody Rice-Velasquez,"Abernathy, REALTORS Inc.",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:40,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,3,,
zcrm_6789162000003414135,zcrm_6789162000000560001,Cody Rice-Velasquez,"Abshire Properties, LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:31,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414136,zcrm_6789162000000560001,Cody Rice-Velasquez,Absolute Real Estate Services,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:49,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,2,,
zcrm_6789162000003414137,zcrm_6789162000000560001,Cody Rice-Velasquez,Absolute Realty Solutions,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:32,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414138,zcrm_6789162000000560001,Cody Rice-Velasquez,"Acme-Shuey, Hauck Real Estate",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:50,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414139,zcrm_6789162000000560001,Cody Rice-Velasquez,"Act I Realty, LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:30,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414140,zcrm_6789162000000560001,Cody Rice-Velasquez,"Action Realty Group, Inc.",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:54,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,3,,
zcrm_6789162000003414141,zcrm_6789162000000560001,Cody Rice-Velasquez,"Acup Team, LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:54,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,13,,
zcrm_6789162000003414142,zcrm_6789162000000560001,Cody Rice-Velasquez,Adams Real Estate Concepts,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:36,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414143,zcrm_6789162000000560001,Cody Rice-Velasquez,Addey Angst,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:26,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414144,zcrm_6789162000000560001,Cody Rice-Velasquez,Advantage Realty Group LLC,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:34,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414145,zcrm_6789162000000560001,Cody Rice-Velasquez,"Advisor, REALTORS®",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:35,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414146,zcrm_6789162000000560001,Cody Rice-Velasquez,Advisors Commercial Real Estate,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:53,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,4,,
zcrm_6789162000003414147,zcrm_6789162000000560001,Cody Rice-Velasquez,"Advisory Real Estate Group, LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:44,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,3,,
zcrm_6789162000003414148,zcrm_6789162000000560001,Cody Rice-Velasquez,Advocate Realty,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:40,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,2,,
zcrm_6789162000003414149,zcrm_6789162000000560001,Cody Rice-Velasquez,Aelia USA Real Estate Brokerage LLC,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:37,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414150,zcrm_6789162000000560001,Cody Rice-Velasquez,"Agnew Auction & Realty, Inc",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:34,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414151,zcrm_6789162000000560001,Cody Rice-Velasquez,Ala Carte Realty,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:51,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,7,,
zcrm_6789162000003414152,zcrm_6789162000000560001,Cody Rice-Velasquez,Alan Arret Property Solutions,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:46,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414153,zcrm_6789162000000560001,Cody Rice-Velasquez,"Albertson & Son, Inc.",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:40,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414154,zcrm_6789162000000560001,Cody Rice-Velasquez,"Alesia Brown Realty Group, Inc",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:26,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414155,zcrm_6789162000000560001,Cody Rice-Velasquez,Alexander Ostrovsky,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:26,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414156,zcrm_6789162000000560001,Cody Rice-Velasquez,Alexander Realty Group 1,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:54,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414157,zcrm_6789162000000560001,Cody Rice-Velasquez,Alisa Lee Realty,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:26,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,2,,
zcrm_6789162000003414158,zcrm_6789162000000560001,Cody Rice-Velasquez,"Allegiant Realty, LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:41,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414159,zcrm_6789162000000560001,Cody Rice-Velasquez,Allen Auction & Real Estate,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:42,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,3,,
zcrm_6789162000003414160,zcrm_6789162000000560001,Cody Rice-Velasquez,"Allen, Inc., REALTORS®",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:55,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,2,,
zcrm_6789162000003414161,zcrm_6789162000000560001,Cody Rice-Velasquez,"Alliance Appraisal Group, LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:36,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414162,zcrm_6789162000000560001,Cody Rice-Velasquez,"Alliance Enterprise Services, LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:41,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414163,zcrm_6789162000000560001,Cody Rice-Velasquez,Alpha Mas Services,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:28,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414164,zcrm_6789162000000560001,Cody Rice-Velasquez,Alpine Leasing,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:40,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414165,zcrm_6789162000000560001,Cody Rice-Velasquez,"Alpine Realty, LLC",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:54,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,2,,
zcrm_6789162000003414166,zcrm_6789162000000560001,Cody Rice-Velasquez,Althea Childs,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:26,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414167,zcrm_6789162000000560001,Cody Rice-Velasquez,Alvin Knox,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:26,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414168,zcrm_6789162000000560001,Cody Rice-Velasquez,"Amerestate Realty, Inc.",,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:51,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,2,,
zcrm_6789162000003414169,zcrm_6789162000000560001,Cody Rice-Velasquez,American Classic Realty,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:45,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414170,zcrm_6789162000000560001,Cody Rice-Velasquez,American Dream Real Estate,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:54,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414171,zcrm_6789162000000560001,Cody Rice-Velasquez,American Dream Realty,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:50,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,1,,
zcrm_6789162000003414172,zcrm_6789162000000560001,Cody Rice-Velasquez,American Dream Rlty &Appraisal,,,,,,Referral Source,Real Estate,,,,,,,,,,2025-11-09 14:28:46,zcrm_6789162000003429969,Agencies,,2025-11-09 13:41:16,false,,,,,,,,,,,,,,,,,,,,,3,,
